formula_id,stage,source_v4_line,source_v4_section,lhs,rhs,formula_line,parents,state_type,formula_role,observable,status,notes
V5_0175,flotation,1580,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_in_cell_{s,sx3}",Q_scav2_tail_s,"Q_in_cell_{s,sx3}=Q_scav2_tail_s",Q_scav2_tail_s,flow,executable,no,canonical,
V5_0176,flotation,1634,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_in_pool_{s,1}",Q_cleaner_tail_s+Q_scav1_conc_s,"Q_in_pool_{s,1}=Q_cleaner_tail_s+Q_scav1_conc_s",Q_cleaner_tail_s;Q_scav1_conc_s,flow,executable,no,canonical,
V5_0177,flotation,1635,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_in_pool_{s,2}",Q_scav2_conc_s+Q_scav3_conc_s,"Q_in_pool_{s,2}=Q_scav2_conc_s+Q_scav3_conc_s",Q_scav2_conc_s;Q_scav3_conc_s,flow,executable,no,canonical,
V5_0178,flotation,1636,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_in_pool_{s,3}",Q_final_tail_s,"Q_in_pool_{s,3}=Q_final_tail_s",Q_final_tail_s,flow,executable,no,canonical,
V5_0180,flotation,1511,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_k6_consumption_s,k_k6_pump*f_k6_rough_s,Q_k6_consumption_s = k_k6_pump*f_k6_rough_s,k_k6_pump;f_k6_rough_s,flow,executable,no,canonical,
V5_0181,flotation,1513,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_k6_refill_s,event_k6_refill_s*Q_refill_nom,Q_k6_refill_s = event_k6_refill_s*Q_refill_nom,event_k6_refill_s;Q_refill_nom,flow,executable,no,canonical,
V5_0183,flotation,1584,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_out_cell_{s,c}","Cv_lv_c*u_lv_fb_{s,c}*sqrt(max(L_cell_{s,c},0))","Q_out_cell_{s,c}=Cv_lv_c*u_lv_fb_{s,c}*sqrt(max(L_cell_{s,c},0))","Cv_lv_c;u_lv_fb_{s,c};L_cell_{s,c}",flow,executable,no,canonical,
V5_0185,flotation,1610,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_out_solid_{s,c}","Q_out_cell_{s,c}*rho_slurry_s*C_s","Q_out_solid_{s,c}=Q_out_cell_{s,c}*rho_slurry_s*C_s","Q_out_cell_{s,c};rho_slurry_s;C_s",flow,executable,no,canonical,
V5_0186,tower_mill,1403,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Q_ov_pump,"k_ov*f_ov_pump_sp*sqrt(max(L_ov_pool,0))","Q_ov_pump = k_ov*f_ov_pump_sp*sqrt(max(L_ov_pool,0))",k_ov;f_ov_pump_sp;L_ov_pool,flow,executable,no,canonical,
V5_0187,tower_mill,1339,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Q_overflow,M_tm_overflow_solid/rho_solid_mix + M_tm_overflow_water/rho_water,Q_overflow = M_tm_overflow_solid/rho_solid_mix + M_tm_overflow_water/rho_water,M_tm_overflow_solid;rho_solid_mix;M_tm_overflow_water;rho_water,flow,executable,no,canonical,
V5_0188,tower_mill,1315,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Q_pump,"k_pump*f_pump*(1-exp(-max(L_pool,0)/max(L_min_safe,eps)))*health_pump","Q_pump = k_pump*f_pump*(1-exp(-max(L_pool,0)/max(L_min_safe,eps)))*health_pump",k_pump;f_pump;L_pool;L_min_safe;health_pump,flow,executable,no,canonical,
V5_0189,flotation,1640,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_pump_pool_{s,k}","k_pool_pump_k*f_pool_{s,k}*sqrt(max(L_pool_{s,k},0))*health_pool_pump_{s,k}","Q_pump_pool_{s,k}=k_pool_pump_k*f_pool_{s,k}*sqrt(max(L_pool_{s,k},0))*health_pool_pump_{s,k}","k_pool_pump_k;f_pool_{s,k};L_pool_{s,k};health_pool_pump_{s,k}",flow,executable,no,canonical,
V5_0190,tower_mill,1326,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Q_sand_water_phys,"Cv_sand*u_sand*sqrt(max(water_pressure,0))","Q_sand_water_phys = Cv_sand*u_sand*sqrt(max(water_pressure,0))",Cv_sand;u_sand;water_pressure,physical_signal,executable,no,canonical,
V5_0191,magnetic,1252,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_tail,Q_tail_1+Q_tail_2,Q_tail = Q_tail_1+Q_tail_2,Q_tail_1;Q_tail_2,flow,executable,no,canonical,
V5_0192,magnetic,1250,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_tail_1,"Cv_tail1*u_tail*sqrt(max(L_mag,0)/max(specific_gravity,eps))","Q_tail_1 = Cv_tail1*u_tail*sqrt(max(L_mag,0)/max(specific_gravity,eps))",Cv_tail1;u_tail;L_mag;specific_gravity,flow,executable,no,canonical,
V5_0193,magnetic,1251,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_tail_2,"Cv_tail2*u_tail_2*sqrt(max(L_mag,0)/max(specific_gravity,eps))","Q_tail_2 = Cv_tail2*u_tail_2*sqrt(max(L_mag,0)/max(specific_gravity,eps))",Cv_tail2;u_tail_2;L_mag;specific_gravity,flow,executable,no,canonical,
V5_0194,tower_mill,1341,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Q_tm_overflow,Q_overflow,Q_tm_overflow = Q_overflow,Q_overflow,flow,executable,no,canonical,
V5_0195,tower_mill,1321,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Q_water_phys,"Cv_water*u_water*sqrt(max(water_pressure,0))","Q_water_phys = Cv_water*u_water*sqrt(max(water_pressure,0))",Cv_water;u_water;water_pressure,physical_signal,executable,no,canonical,
V5_0196,flotation,1500,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_{s,j}_ml_s","max(k_pump_j*f_{s,j}*health_{s,j},0)","Q_{s,j}_ml_s = max(k_pump_j*f_{s,j}*health_{s,j},0)","k_pump_j;f_{s,j};health_{s,j}",flow,executable,no,canonical,
V5_0197,magnetic,1217,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,R_coil,R0_coil*(1+alpha_Cu*(T_coil-T_ref)),R_coil = R0_coil*(1+alpha_Cu*(T_coil-T_ref)),R0_coil;alpha_Cu;T_coil;T_ref,derived,executable,no,canonical,
V5_0199,flotation,1588,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"R_froth_zone_{s,c}","clip( sigmoid(k_lip_c*lip_clearance_{s,c})*h_froth_{s,c}/max(h_froth_target_c,eps), 0,1)","R_froth_zone_{s,c}=clip( sigmoid(k_lip_c*lip_clearance_{s,c})*h_froth_{s,c}/max(h_froth_target_c,eps), 0,1)","k_lip_c;lip_clearance_{s,c};h_froth_{s,c};h_froth_target_c",derived,executable,no,canonical,
V5_0200,magnetic,533,5. 磁选因果模型 / 5.3 分选公式,R_hm_j,"clip(capture_j*E_pulse*E_ring*E_level,0,Rmax_j)","R_hm_j=clip(capture_j*E_pulse*E_ring*E_level,0,Rmax_j)",capture_j;E_pulse;E_ring;E_level;Rmax_j,derived,executable,no,manual_promoted,Manually promoted from concept/reference coverage review into executable formulas.
V5_0202,flotation,1611,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"R_j_{s,c}","clip(1-exp(-k_float_j_{s,c}*tau_stage_h_{s,c}),0,Rmax_j_c)*R_froth_zone_{s,c}","R_j_{s,c}=clip(1-exp(-k_float_j_{s,c}*tau_stage_h_{s,c}),0,Rmax_j_c)*R_froth_zone_{s,c}","k_float_j_{s,c};tau_stage_h_{s,c};Rmax_j_c;R_froth_zone_{s,c}",derived,executable,no,canonical,
V5_0203,global,159,2. 全局变量分类 / 2.2 隐藏物料状态,Stream,"{ M_solid, M_water, C, Fe_mag, Fe_hem, Fe_carb, Fe_sil, Gangue, FeO_proxy, TFe, F200, F325, f25, d80, Liberation_fe, Liberation_gangue, WI, clay, T_slurry, rho_solid_mix, mu_slurry, buffer_capacity, hydrophobic_potential","Stream = { M_solid, M_water, C, Fe_mag, Fe_hem, Fe_carb, Fe_sil, Gangue, FeO_proxy, TFe, F200, F325, f25, d80, Liberation_fe, Liberation_gangue, WI, clay, T_slurry, rho_solid_mix, mu_slurry, buffer_capacity, hydrophobic_potential",M_solid;M_water;Fe_mag;Fe_hem;Fe_carb;Fe_sil;Gangue;FeO_proxy;TFe;F200;F325;f25;d80;Liberation_fe;Liberation_gangue;clay;T_slurry;rho_solid_mix;mu_slurry;buffer_capacity;hydrophobic_potential,derived,definition,no,canonical,
V5_0204,global,179,2. 全局变量分类 / 2.2 隐藏物料状态,TFe,"Fe_total/max(M_solid,eps)","TFe = Fe_total/max(M_solid,eps)",Fe_total;M_solid,derived,definition,no,canonical,
V5_0205,boundary,320,4. 入口边界因果模型 / ,TFe_i,"clip(G_base_i+k_mag_G*(r_mag_i-r_mag_ref)-k_clay_G*clay_i+xi_G_i,G_min,G_max)","TFe_i = clip(G_base_i+k_mag_G*(r_mag_i-r_mag_ref)-k_clay_G*clay_i+xi_G_i,G_min,G_max)",G_base_i;k_mag_G;r_mag_i;r_mag_ref;k_clay_G;clay_i;xi_G_i;G_min;G_max,derived,executable,no,canonical,
V5_0206,boundary,395,4. 入口边界因果模型 / ,TFe_mixed,"(M_solid_1*TFe_1+M_solid_2*TFe_2+M_solid_3*TFe_3) / max(M_solid_mixed,eps)","TFe_mixed = (M_solid_1*TFe_1+M_solid_2*TFe_2+M_solid_3*TFe_3) / max(M_solid_mixed,eps)",M_solid_1;TFe_1;M_solid_2;TFe_2;M_solid_3;TFe_3;M_solid_mixed,derived,executable,no,canonical,
V5_0207,flotation,1449,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,T_NT_in_s,"T_tm_overflow_delayed-k_cool_to_NT*max(T_tm_overflow_delayed-T_amb,0)","T_NT_in_s = T_tm_overflow_delayed-k_cool_to_NT*max(T_tm_overflow_delayed-T_amb,0)",T_tm_overflow_delayed;k_cool_to_NT;T_amb,state,executable,no,canonical,
V5_0208,tower_mill,1394,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_bearing1,T_amb+kbrg1*P_mech+kb_mu1*mu_feed+event_bearing1_fault*delta_fault,T_bearing1 = T_amb+kbrg1*P_mech+kb_mu1*mu_feed+event_bearing1_fault*delta_fault,T_amb;kbrg1;P_mech;kb_mu1;mu_feed;event_bearing1_fault;delta_fault,state,executable,no,canonical,
V5_0209,tower_mill,1395,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_bearing2,T_amb+kbrg2*P_mech+kb_mu2*mu_feed+event_bearing2_fault*delta_fault,T_bearing2 = T_amb+kbrg2*P_mech+kb_mu2*mu_feed+event_bearing2_fault*delta_fault,T_amb;kbrg2;P_mech;kb_mu2;mu_feed;event_bearing2_fault;delta_fault,state,executable,no,canonical,
V5_0210,magnetic,1222,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,T_coil,T_coil_ss+(T_coil_prev-T_coil_ss)*exp(-dt/tau_coil),T_coil = T_coil_ss+(T_coil_prev-T_coil_ss)*exp(-dt/tau_coil),T_coil_ss;T_coil_prev;tau_coil,state,executable,no,canonical,
V5_0211,magnetic,1221,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,T_coil_ss,T_amb + k_loss_coil*P_coil_loss - k_cool_coil*Q_cooling_water,T_coil_ss = T_amb + k_loss_coil*P_coil_loss - k_cool_coil*Q_cooling_water,T_amb;k_loss_coil;P_coil_loss;k_cool_coil;Q_cooling_water,state,executable,no,canonical,
V5_0212,tower_mill,1392,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_oil,T_oil_ss+(T_oil_prev-T_oil_ss)*exp(-dt/tau_oil),T_oil = T_oil_ss+(T_oil_prev-T_oil_ss)*exp(-dt/tau_oil),T_oil_ss;T_oil_prev;tau_oil,state,executable,no,canonical,
V5_0213,tower_mill,1393,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_oil_out,T_oil-k_oil_delta*oil_flow+k_oil_heat*P_mech,T_oil_out = T_oil-k_oil_delta*oil_flow+k_oil_heat*P_mech,T_oil;k_oil_delta;oil_flow;k_oil_heat;P_mech,state,executable,no,canonical,
V5_0214,tower_mill,1391,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_oil_ss,T_amb+kP_oil*P_mech-kcool_oil*oil_cooling_flow,T_oil_ss = T_amb+kP_oil*P_mech-kcool_oil*oil_cooling_flow,T_amb;kP_oil;P_mech;kcool_oil;oil_cooling_flow,state,executable,no,canonical,
V5_0215,tower_mill,1382,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_slurry_discharge,"T_slurry_discharge_prev+(dt/max(tau_mill_residence,eps))*(T_slurry_discharge_inst-T_slurry_discharge_prev)","T_slurry_discharge = T_slurry_discharge_prev+(dt/max(tau_mill_residence,eps))*(T_slurry_discharge_inst-T_slurry_discharge_prev)",T_slurry_discharge_prev;tau_mill_residence;T_slurry_discharge_inst,state,executable,no,canonical,
V5_0216,tower_mill,1378,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_slurry_discharge_inst,"T_slurry_sand+delta_T_mill-k_cool_pipe*max(T_slurry_sand-T_amb,0)","T_slurry_discharge_inst = T_slurry_sand+delta_T_mill-k_cool_pipe*max(T_slurry_sand-T_amb,0)",T_slurry_sand;delta_T_mill;k_cool_pipe;T_amb,state,executable,no,canonical,
V5_0217,tower_mill,1306,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_slurry_feed,"T_slurry_feed_prev+(dt/max(tau_cyc_pool,eps))*(T_slurry_feed_in-T_slurry_feed_prev)","T_slurry_feed = T_slurry_feed_prev+(dt/max(tau_cyc_pool,eps))*(T_slurry_feed_in-T_slurry_feed_prev)",T_slurry_feed_prev;tau_cyc_pool;T_slurry_feed_in,state,executable,no,canonical,
V5_0218,tower_mill,1296,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_slurry_feed_in,"(M_wet_mag_conc*Cp_slurry_mag*T_slurry_mag_conc + M_wet_tm_discharge*Cp_slurry_tm*T_slurry_discharge_prev) / max(M_wet_mag_conc*Cp_slurry_mag+M_wet_tm_discharge*Cp_slurry_tm,eps)","T_slurry_feed_in = (M_wet_mag_conc*Cp_slurry_mag*T_slurry_mag_conc + M_wet_tm_discharge*Cp_slurry_tm*T_slurry_discharge_prev) / max(M_wet_mag_conc*Cp_slurry_mag+M_wet_tm_discharge*Cp_slurry_tm,eps)",M_wet_mag_conc;Cp_slurry_mag;T_slurry_mag_conc;M_wet_tm_discharge;Cp_slurry_tm;T_slurry_discharge_prev,state,executable,no,canonical,
V5_0219,boundary,374,4. 入口边界因果模型 / ,T_slurry_i,T_amb+k_ore_temp*(T_ore_feed-T_amb)+k_water_temp*(T_process_water-T_amb),T_slurry_i = T_amb+k_ore_temp*(T_ore_feed-T_amb)+k_water_temp*(T_process_water-T_amb),T_amb;k_ore_temp;T_ore_feed;k_water_temp;T_process_water,state,executable,no,canonical,
V5_0220,boundary,411,4. 入口边界因果模型 / ,T_slurry_mixed,"sum_i(M_wet_i*Cp_slurry_i*T_slurry_i)/max(sum_i(M_wet_i*Cp_slurry_i),eps)","T_slurry_mixed = sum_i(M_wet_i*Cp_slurry_i*T_slurry_i)/max(sum_i(M_wet_i*Cp_slurry_i),eps)",M_wet_i;Cp_slurry_i;T_slurry_i,state,executable,no,canonical,
V5_0221,tower_mill,1351,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_slurry_overflow,"T_slurry_feed-k_cool_cyc*max(T_slurry_feed-T_amb,0)","T_slurry_overflow = T_slurry_feed-k_cool_cyc*max(T_slurry_feed-T_amb,0)",T_slurry_feed;k_cool_cyc;T_amb,state,executable,no,canonical,
V5_0222,tower_mill,1353,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_slurry_sand,"T_slurry_feed-k_cool_sand*max(T_slurry_feed-T_amb,0)","T_slurry_sand = T_slurry_feed-k_cool_sand*max(T_slurry_feed-T_amb,0)",T_slurry_feed;k_cool_sand;T_amb,state,executable,no,canonical,
V5_0223,tower_mill,1398,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_stator_A,"T_stator_A_prev+(dt/max(tau_thermal_A,eps))*(T_stator_A_ss-T_stator_A_prev)","T_stator_A = T_stator_A_prev+(dt/max(tau_thermal_A,eps))*(T_stator_A_ss-T_stator_A_prev)",T_stator_A_prev;tau_thermal_A;T_stator_A_ss,state,executable,no,canonical,
V5_0224,tower_mill,1396,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_stator_A_ss,T_amb+k_heat_A*I_tm_phys^2,T_stator_A_ss = T_amb+k_heat_A*I_tm_phys^2,T_amb;k_heat_A;I_tm_phys,state,executable,no,canonical,
V5_0225,tower_mill,1399,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_stator_B,"T_stator_B_prev+(dt/max(tau_thermal_B,eps))*(T_stator_B_ss-T_stator_B_prev)","T_stator_B = T_stator_B_prev+(dt/max(tau_thermal_B,eps))*(T_stator_B_ss-T_stator_B_prev)",T_stator_B_prev;tau_thermal_B;T_stator_B_ss,state,executable,no,canonical,
V5_0226,tower_mill,1397,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_stator_B_ss,T_amb+k_heat_B*I_tm_phys^2,T_stator_B_ss = T_amb+k_heat_B*I_tm_phys^2,T_amb;k_heat_B;I_tm_phys,state,executable,no,canonical,
V5_0227,flotation,1653,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"T_tank_ss_{s,k}","T_amb+ksteam_k*u_steam_fb_{s,k}+kreagent_k*reagent_heat_load_{s,k}+kmix_tank_k*mixer_power_{s,k}-kloss_tank_k*(T_tank_{s,k}-T_amb)","T_tank_ss_{s,k}=T_amb+ksteam_k*u_steam_fb_{s,k}+kreagent_k*reagent_heat_load_{s,k}+kmix_tank_k*mixer_power_{s,k}-kloss_tank_k*(T_tank_{s,k}-T_amb)","T_amb;ksteam_k;u_steam_fb_{s,k};kreagent_k;reagent_heat_load_{s,k};kmix_tank_k;mixer_power_{s,k};kloss_tank_k;T_tank_{s,k}",state,executable,no,canonical,
V5_0228,flotation,1654,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"T_tank_{s,k}","T_tank_ss_{s,k}+(T_tank_prev_{s,k}-T_tank_ss_{s,k})*exp(-dt/tau_tank_k)","T_tank_{s,k}=T_tank_ss_{s,k}+(T_tank_prev_{s,k}-T_tank_ss_{s,k})*exp(-dt/tau_tank_k)","T_tank_ss_{s,k};T_tank_prev_{s,k};tau_tank_k",state,executable,no,canonical,
V5_0229,tower_mill,1352,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_tm_overflow,T_slurry_overflow,T_tm_overflow = T_slurry_overflow,T_slurry_overflow,state,executable,no,canonical,
V5_0231,flotation,1458,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,T_under_s,"T_NT_in_s-k_cool_NT*max(T_NT_in_s-T_amb,0)","T_under_s = T_NT_in_s-k_cool_NT*max(T_NT_in_s-T_amb,0)",T_NT_in_s;k_cool_NT;T_amb,state,executable,no,canonical,
V5_0232,magnetic,1218,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,V_exc_phys,R_coil*I_exc,V_exc_phys = R_coil*I_exc,R_coil;I_exc,physical_signal,executable,no,canonical,
V5_0234,flotation,1585,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"V_pulp_actual_{s,c}","A_cell_c*max(L_cell_{s,c},0)","V_pulp_actual_{s,c}=A_cell_c*max(L_cell_{s,c},0)","A_cell_c;L_cell_{s,c}",derived,executable,no,canonical,
V5_0235,magnetic,1265,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,V_ring_motor_phys,grid_voltage-k_drop_ring*I_ring_motor_phys,V_ring_motor_phys = grid_voltage-k_drop_ring*I_ring_motor_phys,grid_voltage;k_drop_ring;I_ring_motor_phys,physical_signal,executable,no,canonical,
V5_0236,global,200,2. 全局变量分类 / 2.2 隐藏物料状态,V_slurry,M_solid/rho_solid_mix + M_water/rho_water,V_slurry = M_solid/rho_solid_mix + M_water/rho_water,M_solid;rho_solid_mix;M_water;rho_water,derived,definition,no,canonical,
V5_0237,tower_mill,1383,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,WI_discharge,WI_mill,WI_discharge = WI_mill,WI_mill,derived,executable,no,canonical,
V5_0238,tower_mill,1305,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,WI_feed,"WI_feed_prev+(dt/max(tau_cyc_pool,eps))*(WI_feed_in-WI_feed_prev)","WI_feed = WI_feed_prev+(dt/max(tau_cyc_pool,eps))*(WI_feed_in-WI_feed_prev)",WI_feed_prev;tau_cyc_pool;WI_feed_in,derived,executable,no,canonical,
V5_0239,tower_mill,1295,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,WI_feed_in,"(M_mag_conc_solid*WI_mag_conc+M_tm_discharge_solid_prev*WI_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)","WI_feed_in = (M_mag_conc_solid*WI_mag_conc+M_tm_discharge_solid_prev*WI_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)",M_mag_conc_solid;WI_mag_conc;M_tm_discharge_solid_prev;WI_discharge_prev,derived,executable,no,canonical,
V5_0240,tower_mill,1360,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,WI_mill,WI_sand,WI_mill = WI_sand,WI_sand,derived,executable,no,canonical,
V5_0241,tower_mill,1354,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,WI_sand,WI_feed,WI_sand = WI_feed,WI_feed,derived,executable,no,canonical,
V5_0242,boundary,388,4. 入口边界因果模型 / ,_x_clay_mixed,"(M_solid_1*clay_1+M_solid_2*clay_2+M_solid_3*clay_3) / max(M_solid_mixed,eps)","_x_clay_mixed = (M_solid_1*clay_1+M_solid_2*clay_2+M_solid_3*clay_3) / max(M_solid_mixed,eps)",M_solid_1;clay_1;M_solid_2;clay_2;M_solid_3;clay_3;M_solid_mixed,derived,executable,no,canonical,
V5_0243,boundary,417,4. 入口边界因果模型 / ,_x_d1,TFe_mixed,_x_d1=TFe_mixed,TFe_mixed,derived,executable,no,canonical,
V5_0244,boundary,419,4. 入口边界因果模型 / ,_x_d3,_x_d3_WI_mixed,_x_d3=_x_d3_WI_mixed,_x_d3_WI_mixed,derived,executable,no,canonical,
V5_0245,boundary,385,4. 入口边界因果模型 / ,_x_d3_WI_mixed,"(M_solid_1*WI_1+M_solid_2*WI_2+M_solid_3*WI_3) / max(M_solid_mixed,eps)","_x_d3_WI_mixed = (M_solid_1*WI_1+M_solid_2*WI_2+M_solid_3*WI_3) / max(M_solid_mixed,eps)",M_solid_1;WI_1;M_solid_2;WI_2;M_solid_3;WI_3;M_solid_mixed,derived,executable,no,canonical,
V5_0246,boundary,420,4. 入口边界因果模型 / ,_x_d4,water_pressure,_x_d4=water_pressure,water_pressure,derived,executable,no,canonical,
V5_0247,boundary,421,4. 入口边界因果模型 / ,_x_m_ball,M_wet_mixed,_x_m_ball=M_wet_mixed,M_wet_mixed,derived,executable,no,canonical,
V5_0248,boundary,391,4. 入口边界因果模型 / ,_x_r_carb_mixed,"(M_solid_1*r_carb_1+M_solid_2*r_carb_2+M_solid_3*r_carb_3) / max(M_solid_mixed,eps)","_x_r_carb_mixed = (M_solid_1*r_carb_1+M_solid_2*r_carb_2+M_solid_3*r_carb_3) / max(M_solid_mixed,eps)",M_solid_1;r_carb_1;M_solid_2;r_carb_2;M_solid_3;r_carb_3;M_solid_mixed,derived,executable,no,canonical,
V5_0249,boundary,422,4. 入口边界因果模型 / ,_x_rho_ball,C_mixed,_x_rho_ball=C_mixed,C_mixed,derived,executable,no,canonical,
V5_0250,magnetic,1279,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_blowdown_valve,meas(u_blowdown_phys),agg_mag_blowdown_valve = meas(u_blowdown_phys),meas;u_blowdown_phys,dcs,executable,yes,canonical,
V5_0251,magnetic,1273,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_coil_temp,meas(T_coil),agg_mag_coil_temp = meas(T_coil),meas;T_coil,dcs,executable,yes,canonical,
V5_0252,magnetic,1271,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_excit_current,meas(I_exc),agg_mag_excit_current = meas(I_exc),meas;I_exc,dcs,executable,yes,canonical,
V5_0253,magnetic,1272,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_excit_voltage,meas(V_exc_phys),agg_mag_excit_voltage = meas(V_exc_phys),meas;V_exc_phys,dcs,executable,yes,canonical,
V5_0254,magnetic,1280,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_flush_water_pressure,meas(P_flush_phys),agg_mag_flush_water_pressure = meas(P_flush_phys),meas;P_flush_phys,dcs,executable,yes,canonical,
V5_0255,magnetic,1276,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_level,meas(L_mag),agg_mag_level = meas(L_mag),meas;L_mag,dcs,executable,yes,canonical,
V5_0256,magnetic,1281,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_motor_current_rc,meas(I_ring_motor_phys),agg_mag_motor_current_rc = meas(I_ring_motor_phys),meas;I_ring_motor_phys,dcs,executable,yes,canonical,
V5_0257,magnetic,1282,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_motor_voltage_rc,meas(V_ring_motor_phys),agg_mag_motor_voltage_rc = meas(V_ring_motor_phys),meas;V_ring_motor_phys,dcs,executable,yes,canonical,
V5_0258,magnetic,1274,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_pulsation_freq,meas(f_pul),agg_mag_pulsation_freq = meas(f_pul),meas;f_pul,dcs,executable,yes,canonical,
V5_0259,magnetic,1275,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_ring_freq,meas(f_ring),agg_mag_ring_freq = meas(f_ring),meas;f_ring,dcs,executable,yes,canonical,
V5_0260,magnetic,1277,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_tailings_valve1,meas(u_tail),agg_mag_tailings_valve1 = meas(u_tail),meas;u_tail,dcs,executable,yes,canonical,
V5_0261,magnetic,1278,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_tailings_valve2,meas(u_tail_2),agg_mag_tailings_valve2 = meas(u_tail_2),meas;u_tail_2,dcs,executable,yes,canonical,
