formula_id,line,h2,h3,block_start_line,fence_lang,lhs,rhs_excerpt,formula_line
F0052_925,925,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,E_air,sigmoid(k1*(Q_air-Q_low))*sigmoid(k2*(Q_high-Q_air)),E_air=sigmoid(k1*(Q_air-Q_low))*sigmoid(k2*(Q_high-Q_air))
F0052_926,926,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,E_density,exp(-((C-C_opt)/sigma_C)^2),E_density=exp(-((C-C_opt)/sigma_C)^2)
F0052_927,927,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,E_size,sigmoid(k_size*(F325-F325_min)),E_size=sigmoid(k_size*(F325-F325_min))
F0052_928,928,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,E_lib_g,0.25+0.75*Liberation_gangue,E_lib_g=0.25+0.75*Liberation_gangue
F0052_929,929,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,E_mu,exp(-k_mu_float*(mu_slurry-mu_ref)),E_mu=exp(-k_mu_float*(mu_slurry-mu_ref))
F0052_931,931,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,k_float_gangue,k0_g*E_collector*E_pH*E_air*E_density*E_size*E_lib_g*E_mu,k_float_gangue=k0_g*E_collector*E_pH*E_air*E_density*E_size*E_lib_g*E_mu
F0052_932,932,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,k_float_sil,k_float_gangue*(1+a_sil*r_sil)*E_Ca2_sil,k_float_sil=k_float_gangue*(1+a_sil*r_sil)*E_Ca2_sil
F0052_933,933,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,k_float_carb,k_float_gangue*(1+a_carb*r_carb)*E_Ca2_carb,k_float_carb=k_float_gangue*(1+a_carb*r_carb)*E_Ca2_carb
F0052_934,934,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,k_float_fe_mag,k0_mag*(1-E_depressant)*entrainment_factor,k_float_fe_mag=k0_mag*(1-E_depressant)*entrainment_factor
F0052_935,935,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,k_float_fe_hem,k0_hem*(1-E_depressant)*entrainment_factor,k_float_fe_hem=k0_hem*(1-E_depressant)*entrainment_factor
F0052_937,937,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,lip_clearance,L_cell+h_froth-H_lip_reference,lip_clearance=L_cell+h_froth-H_lip_reference
F0052_938,938,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,R_froth_zone,"clip( sigmoid(k_lip*lip_clearance)*h_froth/max(h_froth_target,eps), 0,1)","R_froth_zone=clip( sigmoid(k_lip*lip_clearance)*h_froth/max(h_froth_target,eps), 0,1)"
F0052_942,942,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,grade_cell_j,"M_cell_j_prev/max(M_cell_solid_prev,eps)","grade_cell_j=M_cell_j_prev/max(M_cell_solid_prev,eps)"
F0052_943,943,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,Q_out_solid,Q_out_cell*rho_slurry*C,Q_out_solid=Q_out_cell*rho_slurry*C
F0052_944,944,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,R_j,"clip(1-exp(-k_float_j*tau_stage_h),0,Rmax_j)*R_froth_zone","R_j=clip(1-exp(-k_float_j*tau_stage_h),0,Rmax_j)*R_froth_zone"
F0052_945,945,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,froth_j_rate,"R_j*M_cell_j_prev/max(tau_stage_h,eps)+entrainment_j_rate","froth_j_rate=R_j*M_cell_j_prev/max(tau_stage_h,eps)+entrainment_j_rate"
F0052_946,946,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,tail_j_rate,Q_out_solid*grade_cell_j,tail_j_rate=Q_out_solid*grade_cell_j
F0052_947,947,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,dM_cell_j/dt,feed_j_rate-froth_j_rate-tail_j_rate,dM_cell_j/dt=feed_j_rate-froth_j_rate-tail_j_rate
F0052_948,948,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,M_cell_j,M_cell_j_prev+dt*dM_cell_j/dt,M_cell_j=M_cell_j_prev+dt*dM_cell_j/dt
F0052_950,950,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,froth_j,froth_j_rate*dt,froth_j=froth_j_rate*dt
F0052_951,951,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,tail_or_conc_j,tail_j_rate*dt,tail_or_conc_j=tail_j_rate*dt
F0053_957,957,7. 浮选因果模型,7.7 浮选速率和组分分流,956,text,rougher_feed,flo_feed+cleaner_tail_prev+scav1_conc_prev,rougher_feed=flo_feed+cleaner_tail_prev+scav1_conc_prev
F0054_973,973,7. 浮选因果模型,7.7 浮选速率和组分分流,972,text,y_fx_xin_s_true,TFe(final_conc_s),y_fx_xin_s_true=TFe(final_conc_s)
F0054_974,974,7. 浮选因果模型,7.7 浮选速率和组分分流,972,text,y_fx_xin_s,"clip(y_fx_xin_s_true+N(0,sigma_y),0,1)","y_fx_xin_s=clip(y_fx_xin_s_true+N(0,sigma_y),0,1)"
F0055_1038,1038,8. 过程化验设计,,1036,text,lab_sample,"100*true_value_at_sample_point+N(0,sigma_sampling)+N(0,sigma_assay)","lab_sample=100*true_value_at_sample_point+N(0,sigma_sampling)+N(0,sigma_assay)"
F0055_1039,1039,8. 过程化验设计,,1036,text,report_time,sample_time+report_delay,report_time=sample_time+report_delay
F0055_1041,1041,8. 过程化验设计,,1036,text,lab_var,NaN,lab_var=NaN
F0059_1097,1097,9. 特征目录,,1092,text,allowed_upstream_lab,boundary lab + magnetic lab + tower-mill lab + lab_flo_feed_* with report_time <= prediction_time,allowed_upstream_lab = boundary lab + magnetic lab + tower-mill lab + lab_flo_feed_* with report_time <= prediction_time
F0059_1101,1101,9. 特征目录,,1092,text,forbidden,y_fx_xin* _x_* lab_flo_conc/tail/rough/clean/scav/final_* any current unreported lab,forbidden = y_fx_xin* _x_* lab_flo_conc/tail/rough/clean/scav/final_* any current unreported lab
F0060_1111,1111,9. 特征目录,,1110,text,y_fx_xin1,0.67 表示 67%,y_fx_xin1=0.67 表示 67%
F0061_1121,1121,10. DCS 具体生成公式和代理防护,,1120,text,x_phys,f(allowed_parents),x_phys = f(allowed_parents)
F0061_1124,1124,10. DCS 具体生成公式和代理防护,,1120,text,ifevent_fault,1: x_dcs(t)=fault_value,if event_fault=1: x_dcs(t)=fault_value
F0062_1130,1130,10. DCS 具体生成公式和代理防护,,1129,text,agg_tm_motor_current,meas(I_tm_phys),agg_tm_motor_current = meas(I_tm_phys)
F0066_1185,1185,10. DCS 具体生成公式和代理防护,10.1 显著目标代理禁止规则,1184,text,online_load_proxy,"standardized(tm_motor_current_lag, cyclone_pressure_lag, feed_flow_lag)","online_load_proxy = standardized(tm_motor_current_lag, cyclone_pressure_lag, feed_flow_lag)"
F0066_1186,1186,10. DCS 具体生成公式和代理防护,10.1 显著目标代理禁止规则,1184,text,online_froth_proxy,"standardized(froth_h_lag, air_flow_lag, reagent_freq_lag)","online_froth_proxy = standardized(froth_h_lag, air_flow_lag, reagent_freq_lag)"
F0069_1207,1207,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,magnetic_difficulty,"w_low_mag*clip(r_mag_ref-r_mag,0,1) + w_low_lib*(1-Liberation_fe) + w_coarse*(1-F200) + w_load*(Q_feed-Q_ref)/max(Q_ref,eps) + w_harmful*(r_carb+r_sil)","magnetic_difficulty = w_low_mag*clip(r_mag_ref-r_mag,0,1) + w_low_lib*(1-Liberation_fe) + w_coarse*(1-F200) + w_load*(Q_feed-Q_ref)/max(Q_ref,eps) + w_harmful*(r_carb+r_sil)"
F0069_1214,1214,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,I_exc_sp,"clip(I_nom+Kdiff_I*magnetic_difficulty-Kmag_I*(r_mag-r_mag_ref)+operator_trim_I+PRBS_mag_I,I_min,I_max)","I_exc_sp = clip(I_nom+Kdiff_I*magnetic_difficulty-Kmag_I*(r_mag-r_mag_ref)+operator_trim_I+PRBS_mag_I,I_min,I_max)"
F0069_1215,1215,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,I_exc,I_exc_sp+(I_exc_prev-I_exc_sp)*exp(-dt/tau_exc_act),I_exc = I_exc_sp+(I_exc_prev-I_exc_sp)*exp(-dt/tau_exc_act)
F0069_1217,1217,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,R_coil,R0_coil*(1+alpha_Cu*(T_coil-T_ref)),R_coil = R0_coil*(1+alpha_Cu*(T_coil-T_ref))
F0069_1218,1218,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,V_exc_phys,R_coil*I_exc,V_exc_phys = R_coil*I_exc
F0069_1219,1219,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,P_coil_loss,I_exc^2*R_coil,P_coil_loss = I_exc^2*R_coil
F0069_1220,1220,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,Q_cooling_water,"k_pipe_cooling*sqrt(max(water_pressure,0))","Q_cooling_water = k_pipe_cooling*sqrt(max(water_pressure,0))"
F0069_1221,1221,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,T_coil_ss,T_amb + k_loss_coil*P_coil_loss - k_cool_coil*Q_cooling_water,T_coil_ss = T_amb + k_loss_coil*P_coil_loss - k_cool_coil*Q_cooling_water
F0069_1222,1222,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,T_coil,T_coil_ss+(T_coil_prev-T_coil_ss)*exp(-dt/tau_coil),T_coil = T_coil_ss+(T_coil_prev-T_coil_ss)*exp(-dt/tau_coil)
F0069_1224,1224,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,clog_buildup,"c0 + c_clay*clay + c_f25*f25 + c_C*C + c_load*Q_feed/max(Q_ref,eps)","clog_buildup = c0 + c_clay*clay + c_f25*f25 + c_C*C + c_load*Q_feed/max(Q_ref,eps)"
F0069_1230,1230,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,clog_wash,"c_flush_Q*Q_flush_prev/max(Q_flush_ref,eps) + c_pul_clog*f_pul_prev/max(f_pul_ref,eps)","clog_wash = c_flush_Q*Q_flush_prev/max(Q_flush_ref,eps) + c_pul_clog*f_pul_prev/max(f_pul_ref,eps)"
F0069_1233,1233,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,matrix_clog,"clip(matrix_clog_prev+dt*(clog_buildup-clog_wash),0,1)","matrix_clog = clip(matrix_clog_prev+dt*(clog_buildup-clog_wash),0,1)"
F0069_1234,1234,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,f_pul_sp,"clip(f_pul_nom+Kcoarse_pul*(1-F325)+Kclay_pul*clay+Kslime_pul*f25+Kload_pul*(Q_feed-Q_ref)/max(Q_ref,eps),f_pul_min,f_pul_max)","f_pul_sp = clip(f_pul_nom+Kcoarse_pul*(1-F325)+Kclay_pul*clay+Kslime_pul*f25+Kload_pul*(Q_feed-Q_ref)/max(Q_ref,eps),f_pul_min,f_pul_max)"
F0069_1235,1235,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,f_ring_sp,"clip(f_ring_nom+Kclog_ring*matrix_clog+Kcoarse_ring*(1-F200),f_ring_min,f_ring_max)","f_ring_sp = clip(f_ring_nom+Kclog_ring*matrix_clog+Kcoarse_ring*(1-F200),f_ring_min,f_ring_max)"
F0069_1236,1236,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,f_pul,f_pul_sp+(f_pul_prev-f_pul_sp)*exp(-dt/tau_pul_act),f_pul = f_pul_sp+(f_pul_prev-f_pul_sp)*exp(-dt/tau_pul_act)
F0069_1237,1237,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,f_ring,f_ring_sp+(f_ring_prev-f_ring_sp)*exp(-dt/tau_ring_act),f_ring = f_ring_sp+(f_ring_prev-f_ring_sp)*exp(-dt/tau_ring_act)
F0069_1239,1239,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,M_conc_solid,sum_j(conc_j),M_conc_solid = sum_j(conc_j)
F0069_1240,1240,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,Q_conc_water,"Q_feed_water*clip(k_w0+k_w_clog*matrix_clog,0.05,0.3)","Q_conc_water = Q_feed_water*clip(k_w0+k_w_clog*matrix_clog,0.05,0.3)"
F0069_1241,1241,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,Q_conc,M_conc_solid/rho_solid_mix+Q_conc_water,Q_conc = M_conc_solid/rho_solid_mix+Q_conc_water
F0069_1242,1242,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,dL_mag/dt,(Q_feed-Q_tail-Q_conc)/A_mag,dL_mag/dt = (Q_feed-Q_tail-Q_conc)/A_mag
F0069_1243,1243,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,u_tail_total_sp,"clip(u_tail_nom+K_L_tail*(L_mag-L_mag_sp),0,1)","u_tail_total_sp = clip(u_tail_nom+K_L_tail*(L_mag-L_mag_sp),0,1)"
F0069_1244,1244,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,split_tail_1,"clip(split_tail_1_nom+K_asym_tail*(matrix_clog-matrix_clog_ref)+operator_trim_tail_split,0.25,0.75)","split_tail_1 = clip(split_tail_1_nom+K_asym_tail*(matrix_clog-matrix_clog_ref)+operator_trim_tail_split,0.25,0.75)"
F0069_1245,1245,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,u_tail_1_sp,"clip(u_tail_total_sp*split_tail_1/split_tail_1_nom,0,1)","u_tail_1_sp = clip(u_tail_total_sp*split_tail_1/split_tail_1_nom,0,1)"
F0069_1246,1246,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,u_tail_2_sp,"clip(u_tail_total_sp*(1-split_tail_1)/(1-split_tail_1_nom),0,1)","u_tail_2_sp = clip(u_tail_total_sp*(1-split_tail_1)/(1-split_tail_1_nom),0,1)"
F0069_1247,1247,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,u_tail,u_tail_1_sp+(u_tail_prev-u_tail_1_sp)*exp(-dt/tau_tail_valve),u_tail = u_tail_1_sp+(u_tail_prev-u_tail_1_sp)*exp(-dt/tau_tail_valve)
F0069_1248,1248,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,u_tail_2,u_tail_2_sp+(u_tail_2_prev-u_tail_2_sp)*exp(-dt/tau_tail_valve),u_tail_2 = u_tail_2_sp+(u_tail_2_prev-u_tail_2_sp)*exp(-dt/tau_tail_valve)
F0069_1249,1249,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,specific_gravity,"rho_slurry/max(rho_water,eps)","specific_gravity = rho_slurry/max(rho_water,eps)"
F0069_1250,1250,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,Q_tail_1,"Cv_tail1*u_tail*sqrt(max(L_mag,0)/max(specific_gravity,eps))","Q_tail_1 = Cv_tail1*u_tail*sqrt(max(L_mag,0)/max(specific_gravity,eps))"
F0069_1251,1251,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,Q_tail_2,"Cv_tail2*u_tail_2*sqrt(max(L_mag,0)/max(specific_gravity,eps))","Q_tail_2 = Cv_tail2*u_tail_2*sqrt(max(L_mag,0)/max(specific_gravity,eps))"
F0069_1252,1252,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,Q_tail,Q_tail_1+Q_tail_2,Q_tail = Q_tail_1+Q_tail_2
F0069_1254,1254,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,u_blowdown_phys,"clip(u_bd_nom+Kclog_bd*matrix_clog+Ktimer_bd*event_bd_timer,0,1)","u_blowdown_phys = clip(u_bd_nom+Kclog_bd*matrix_clog+Ktimer_bd*event_bd_timer,0,1)"
F0069_1255,1255,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,N_flush_open,"clip(round(N_flush_base+Kclog_flush_N*matrix_clog+Kload_flush_N*Q_feed/max(Q_ref,eps)),N_flush_min,N_flush_max)","N_flush_open = clip(round(N_flush_base+Kclog_flush_N*matrix_clog+Kload_flush_N*Q_feed/max(Q_ref,eps)),N_flush_min,N_flush_max)"
F0069_1256,1256,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,u_flush_sp,"clip( u_flush_nom + Kclog_flush_u*matrix_clog + Kload_flush_u*(Q_feed-Q_ref)/max(Q_ref,eps), 0,1)","u_flush_sp = clip( u_flush_nom + Kclog_flush_u*matrix_clog + Kload_flush_u*(Q_feed-Q_ref)/max(Q_ref,eps), 0,1)"
F0069_1261,1261,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,u_flush,u_flush_sp+(u_flush_prev-u_flush_sp)*exp(-dt/tau_flush_valve),u_flush = u_flush_sp+(u_flush_prev-u_flush_sp)*exp(-dt/tau_flush_valve)
F0069_1262,1262,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,Q_flush,"Cv_flush*u_flush*sqrt(max(water_pressure,0))*N_flush_open","Q_flush = Cv_flush*u_flush*sqrt(max(water_pressure,0))*N_flush_open"
F0069_1263,1263,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,P_flush_phys,"max(water_pressure-k_flush_Q*Q_flush-k_flush_open*N_flush_open,0)","P_flush_phys = max(water_pressure-k_flush_Q*Q_flush-k_flush_open*N_flush_open,0)"
F0069_1264,1264,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,I_ring_motor_phys,"I0_ring+kf_ring*f_ring+krho_ring*rho_slurry+kclog_ring_I*matrix_clog+kQ_ring*Q_feed/max(Q_ref,eps)","I_ring_motor_phys = I0_ring+kf_ring*f_ring+krho_ring*rho_slurry+kclog_ring_I*matrix_clog+kQ_ring*Q_feed/max(Q_ref,eps)"
F0069_1265,1265,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1206,text,V_ring_motor_phys,grid_voltage-k_drop_ring*I_ring_motor_phys,V_ring_motor_phys = grid_voltage-k_drop_ring*I_ring_motor_phys
F0070_1271,1271,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1270,text,agg_mag_excit_current,meas(I_exc),agg_mag_excit_current = meas(I_exc)
F0070_1272,1272,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1270,text,agg_mag_excit_voltage,meas(V_exc_phys),agg_mag_excit_voltage = meas(V_exc_phys)
F0070_1273,1273,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1270,text,agg_mag_coil_temp,meas(T_coil),agg_mag_coil_temp = meas(T_coil)
F0070_1274,1274,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1270,text,agg_mag_pulsation_freq,meas(f_pul),agg_mag_pulsation_freq = meas(f_pul)
F0070_1275,1275,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1270,text,agg_mag_ring_freq,meas(f_ring),agg_mag_ring_freq = meas(f_ring)
F0070_1276,1276,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1270,text,agg_mag_level,meas(L_mag),agg_mag_level = meas(L_mag)
F0070_1277,1277,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1270,text,agg_mag_tailings_valve1,meas(u_tail),agg_mag_tailings_valve1 = meas(u_tail)
F0070_1278,1278,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1270,text,agg_mag_tailings_valve2,meas(u_tail_2),agg_mag_tailings_valve2 = meas(u_tail_2)
F0070_1279,1279,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1270,text,agg_mag_blowdown_valve,meas(u_blowdown_phys),agg_mag_blowdown_valve = meas(u_blowdown_phys)
F0070_1280,1280,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1270,text,agg_mag_flush_water_pressure,meas(P_flush_phys),agg_mag_flush_water_pressure = meas(P_flush_phys)
F0070_1281,1281,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1270,text,agg_mag_motor_current_rc,meas(I_ring_motor_phys),agg_mag_motor_current_rc = meas(I_ring_motor_phys)
F0070_1282,1282,10. DCS 具体生成公式和代理防护,10.2 磁选 DCS 具体公式,1270,text,agg_mag_motor_voltage_rc,meas(V_ring_motor_phys),agg_mag_motor_voltage_rc = meas(V_ring_motor_phys)
F0071_1290,1290,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,tau_cyc_pool,"max(L_pool*A_pool/max(Q_pump_prev,eps),min_tau_cyc_pool)","tau_cyc_pool = max(L_pool*A_pool/max(Q_pump_prev,eps),min_tau_cyc_pool)"
F0071_1291,1291,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,C_feed_in,"(M_mag_conc_solid+M_tm_discharge_solid_prev)/max(M_mag_conc_wet+M_tm_discharge_wet_prev+M_water_add,eps)","C_feed_in = (M_mag_conc_solid+M_tm_discharge_solid_prev)/max(M_mag_conc_wet+M_tm_discharge_wet_prev+M_water_add,eps)"
F0071_1292,1292,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,F325_feed_in,"(M_mag_conc_solid*F325_mag_conc+M_tm_discharge_solid_prev*F325_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)","F325_feed_in = (M_mag_conc_solid*F325_mag_conc+M_tm_discharge_solid_prev*F325_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)"
F0071_1293,1293,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Liberation_fe_feed_in,"(M_mag_conc_solid*Liberation_fe_mag_conc+M_tm_discharge_solid_prev*Liberation_fe_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)","Liberation_fe_feed_in = (M_mag_conc_solid*Liberation_fe_mag_conc+M_tm_discharge_solid_prev*Liberation_fe_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)"
F0071_1294,1294,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Liberation_gangue_feed_in,"(M_mag_conc_solid*Liberation_gangue_mag_conc+M_tm_discharge_solid_prev*Liberation_gangue_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)","Liberation_gangue_feed_in = (M_mag_conc_solid*Liberation_gangue_mag_conc+M_tm_discharge_solid_prev*Liberation_gangue_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)"
F0071_1295,1295,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,WI_feed_in,"(M_mag_conc_solid*WI_mag_conc+M_tm_discharge_solid_prev*WI_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)","WI_feed_in = (M_mag_conc_solid*WI_mag_conc+M_tm_discharge_solid_prev*WI_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)"
F0071_1296,1296,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_slurry_feed_in,"(M_wet_mag_conc*Cp_slurry_mag*T_slurry_mag_conc + M_wet_tm_discharge*Cp_slurry_tm*T_slurry_discharge_prev) / max(M_wet_mag_conc*Cp_slurry_mag+M_wet_tm_discharge*Cp_slurry_tm,eps)","T_slurry_feed_in = (M_wet_mag_conc*Cp_slurry_mag*T_slurry_mag_conc + M_wet_tm_discharge*Cp_slurry_tm*T_slurry_discharge_prev) / max(M_wet_mag_conc*Cp_slurry_mag+M_wet_tm_discharge*Cp_slurry_tm,eps)"
F0071_1301,1301,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,C_feed,"C_feed_prev+(dt/max(tau_cyc_pool,eps))*(C_feed_in-C_feed_prev)","C_feed = C_feed_prev+(dt/max(tau_cyc_pool,eps))*(C_feed_in-C_feed_prev)"
F0071_1302,1302,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,F325_feed,"F325_feed_prev+(dt/max(tau_cyc_pool,eps))*(F325_feed_in-F325_feed_prev)","F325_feed = F325_feed_prev+(dt/max(tau_cyc_pool,eps))*(F325_feed_in-F325_feed_prev)"
F0071_1303,1303,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Liberation_fe_feed,"Liberation_fe_feed_prev+(dt/max(tau_cyc_pool,eps))*(Liberation_fe_feed_in-Liberation_fe_feed_prev)","Liberation_fe_feed = Liberation_fe_feed_prev+(dt/max(tau_cyc_pool,eps))*(Liberation_fe_feed_in-Liberation_fe_feed_prev)"
F0071_1304,1304,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,Liberation_gangue_feed,"Liberation_gangue_feed_prev+(dt/max(tau_cyc_pool,eps))*(Liberation_gangue_feed_in-Liberation_gangue_feed_prev)","Liberation_gangue_feed = Liberation_gangue_feed_prev+(dt/max(tau_cyc_pool,eps))*(Liberation_gangue_feed_in-Liberation_gangue_feed_prev)"
F0071_1305,1305,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,WI_feed,"WI_feed_prev+(dt/max(tau_cyc_pool,eps))*(WI_feed_in-WI_feed_prev)","WI_feed = WI_feed_prev+(dt/max(tau_cyc_pool,eps))*(WI_feed_in-WI_feed_prev)"
F0071_1306,1306,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,T_slurry_feed,"T_slurry_feed_prev+(dt/max(tau_cyc_pool,eps))*(T_slurry_feed_in-T_slurry_feed_prev)","T_slurry_feed = T_slurry_feed_prev+(dt/max(tau_cyc_pool,eps))*(T_slurry_feed_in-T_slurry_feed_prev)"
F0071_1308,1308,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,rho_feed,"rho_slurry(C_feed,rho_solid_mix)","rho_feed = rho_slurry(C_feed,rho_solid_mix)"
F0071_1309,1309,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,mu_feed,"mu_slurry(C_feed,clay,f25,r_sil,T_slurry_feed)","mu_feed = mu_slurry(C_feed,clay,f25,r_sil,T_slurry_feed)"
F0071_1311,1311,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,dL_pool/dt,(Q_in+Q_return_sand+Q_water-Q_pump)/A_pool,dL_pool/dt = (Q_in+Q_return_sand+Q_water-Q_pump)/A_pool
F0071_1312,1312,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,P_cyc_lag,"delay(P_cyc,L_pump_pressure)","P_cyc_lag = delay(P_cyc,L_pump_pressure)"
F0071_1313,1313,10. DCS 具体生成公式和代理防护,10.3 塔磨 DCS 具体公式,1289,text,f_pump_sp,"clip(f0+K_L*(L_pool-L_sp)+K_P*(P_sp-P_cyc_lag)+K_Qff*Q_in,f_min,f_max)","f_pump_sp = clip(f0+K_L*(L_pool-L_sp)+K_P*(P_sp-P_cyc_lag)+K_Qff*Q_in,f_min,f_max)"
